created_at,language,likes,retweets,text
2020-06-11 01:27:37,en,0.0,11660.0,"RT @dcexaminer: Since April, the @USCG and the @USNavy have stopped more than 94,000 pounds of cocaine and 9,200 pounds of marijuana from b…"
2020-06-11 01:22:03,und,0.0,14197.0,RT @Jim_Jordan: https://t.co/sSJoCxpqNF
2020-06-11 01:21:48,en,0.0,15111.0,"RT @IvankaTrump: Historic First: Under Trump, Half Of National Security Council Leaders Are Women #WGDP  https://t.co/KJpFD7DCAT"
2020-06-10 22:17:51,en,142336.0,48454.0,"So honored by Archbishop Viganò’s incredible letter to me. I hope everyone, religious or not, reads it! https://t.co/fVhkCz89g5"
2020-06-10 21:37:33,en,61194.0,15646.0,"Congratulations to Dr. Rich McCormick (@RichforGA) on a BIG WIN in Georgia last night! We need you in Washington, D… https://t.co/6RqM2FFsoU"
2020-06-10 21:23:30,en,56541.0,13897.0,"Congratulations on last nights BIG WIN, @NancyMace! Keep up the great work so we can #MAGA! We need you in Washingt… https://t.co/Trjea5iE6r"
2020-06-10 21:22:00,en,64569.0,13552.0,I am sending $219.9M to the San Diego area in CARES Act funding for @sdmts. These funds from @USDOT will be CRITICA… https://t.co/Bz6pbVbv1W
2020-06-10 21:21:12,en,63745.0,14364.0,Big $$$$ headed to the Pittsburgh area! I’m sending $141.7M in CARES Act funding to @PGHtransit from @USDOT to aid… https://t.co/FtQPG2p413
2020-06-10 18:40:38,en,136524.0,27488.0,...Our history as the Greatest Nation in the World will not be tampered with. Respect our Military!
2020-06-10 18:40:38,en,121032.0,22765.0,"...history of Winning, Victory, and Freedom. The United States of America trained and deployed our HEROES on these… https://t.co/gSrzwsvyJQ"
2020-06-10 18:40:37,en,149284.0,31132.0,"It has been suggested that we should rename as many as 10 of our Legendary Military Bases, such as Fort Bragg in No… https://t.co/UqVvNi83NU"
